index,rule_id,rule_type,tool,level,file_type,start_line,rank,occurrence_count,severity,ground_truth_fp
1497,catch-generic,clear_fp,CodeQL,warning,production,322,0.9004053185650672,3,0.7417833308897033,False
1498,path-traversal,mixed,SonarQube,note,test,1581,0.15870271235833644,2,0.755577195283873,True
1499,csrf-missing,mixed,CodeQL,warning,production,865,0.023089622682200828,4,0.9867755973855576,False
1500,latest-tag,clear_fp,Semgrep,warning,test,1989,0.30439435255199665,4,0.6269719088061033,True
1501,command-injection,clear_vp,CodeQL,error,production,1412,0.7682759477995226,6,0.9719056826516705,False
1502,open-redirect,mixed,Semgrep,warning,test,1037,0.5297684675304802,8,0.22255370972767097,True
1503,assert-usage,clear_fp,Semgrep,note,infra,1347,0.4482388465553965,6,0.226338278437486,False
1504,latest-tag,clear_fp,Semgrep,warning,production,1313,0.6713910048249883,7,0.44989585598809345,True
1505,todo-comment,clear_fp,CodeQL,warning,test,215,0.11468124237867017,3,0.3583229285893832,True
1506,latest-tag,clear_fp,Semgrep,note,production,538,0.919876727675241,3,0.21890616259131657,True
1507,insecure-deser,clear_vp,Semgrep,none,production,1720,0.25261946060177465,5,0.9921514352300481,False
1508,eval-detected,clear_fp,CodeQL,none,production,462,0.7004774696901418,4,0.2923725843302546,True
1509,rds-public,mixed,CodeQL,warning,test,5,0.674760833716514,3,0.007808400180381647,True
1510,weak-cipher,mixed,Semgrep,warning,production,1699,0.4192369414973601,5,0.5335076625164867,False
1511,weak-cipher,mixed,SonarQube,error,test,1383,0.9418033596009769,7,0.7163079820812245,False
1512,xss-reflected,mixed,CodeQL,warning,infra,921,0.4281756874621504,3,0.018555539069860405,True
1513,rce-confirmed,clear_vp,SonarQube,note,production,1652,0.9172955966148854,2,0.8519307491238942,False
1514,todo-comment,clear_fp,SonarQube,warning,config,1074,0.04891182527848703,6,0.8406815086175822,True
1515,csrf-missing,mixed,Semgrep,note,production,445,0.18174758268909363,4,0.8055734528147533,False
1516,unused-import,clear_fp,Semgrep,warning,config,996,0.06767516322559997,6,0.9612347038921889,True
1517,xss-reflected,mixed,SonarQube,error,production,1116,0.14817773032947368,1,0.6412149902350247,False
1518,hsts-missing,clear_fp,SonarQube,warning,production,1264,0.6821401728913017,3,0.0809411343090185,True
1519,hardcoded-secret,mixed,SonarQube,warning,production,453,0.7086035243406688,1,0.2961743146016024,False
1520,sqli-confirmed,clear_vp,Semgrep,note,config,1495,0.9367135596314982,2,0.6097114892418671,True
1521,gdpr-data-leak,clear_vp,CodeQL,note,infra,77,0.35675667919769427,3,0.6294644101765912,False
1522,public-subnet,mixed,Semgrep,note,production,229,0.5257888435355464,3,0.4759759686597461,False
1523,sqli-confirmed,clear_vp,Semgrep,note,infra,1882,0.5785984906780975,5,0.5926158115981464,False
1524,rds-public,mixed,Semgrep,warning,test,110,0.6622475475214803,4,0.8445563757121602,True
1525,rce-confirmed,clear_vp,Semgrep,note,infra,10,0.4803975881875302,4,0.20941458959528536,False
1526,prototype-pollution,mixed,Semgrep,warning,production,954,0.8691828639805104,6,0.9012087358416124,True
1527,ssrf-request,clear_vp,SonarQube,warning,production,319,0.9345311515910517,4,0.7680814070435371,False
1528,catch-generic,clear_fp,Semgrep,none,test,644,0.547039143620656,2,0.9508410342291114,True
1529,dns-exfiltration,clear_vp,Semgrep,none,config,146,0.5058046230176674,3,0.8523045263082838,False
1530,weak-cipher,mixed,SonarQube,warning,production,262,0.36319124635413835,4,0.6399989035967482,True
1531,public-subnet,mixed,Semgrep,warning,config,79,0.7311079607181669,3,0.04193587507510199,True
1532,latest-tag,clear_fp,CodeQL,warning,infra,1198,0.30930766548529764,3,0.373617772310308,True
1533,gdpr-data-leak,clear_vp,Semgrep,error,production,1047,0.30526653801226666,3,0.051801033415810105,False
1534,malware-callback,clear_vp,Semgrep,note,test,557,0.8118107694391947,6,0.2928128551047844,False
1535,csrf-missing,mixed,CodeQL,warning,production,996,0.794427472183747,3,0.9194213159947,True
1536,dns-exfiltration,clear_vp,Semgrep,error,production,1665,0.17744614746874354,3,0.46433265261803425,False
1537,sqli-confirmed,clear_vp,Semgrep,warning,config,1587,0.6706877646636611,6,0.32059390708031776,False
1538,rce-confirmed,clear_vp,Semgrep,error,production,1791,0.18391205123282506,2,0.6885995206754952,False
1539,path-traversal,mixed,SonarQube,warning,production,1052,0.3837267594912731,2,0.20934811596785163,False
1540,public-subnet,mixed,Semgrep,note,config,989,0.19253481772377334,4,0.7167463829100775,True
1541,path-traversal,mixed,SonarQube,none,production,71,0.7771435685225458,5,0.2012993485600898,True
1542,path-traversal,mixed,SonarQube,error,test,898,0.8310534408973382,2,0.3064577313504506,True
1543,unused-import,clear_fp,Semgrep,warning,production,1318,0.23520499309773135,5,0.17239292274700968,True
1544,xss-reflected,mixed,SonarQube,note,test,329,0.69159711410201,4,0.5110290653086953,True
1545,malware-callback,clear_vp,Semgrep,note,production,261,0.4506882886051886,5,0.9576043711161709,False
1546,gdpr-data-leak,clear_vp,SonarQube,warning,config,1243,0.870327593704692,5,0.2873799152555684,False
1547,latest-tag,clear_fp,Semgrep,warning,config,756,0.6501792222182673,5,0.22244616775986503,True
1548,csrf-missing,mixed,CodeQL,warning,test,1700,0.3137669762884384,5,0.9996948313711949,False
1549,csrf-missing,mixed,SonarQube,warning,config,265,0.5051579186281667,6,0.8889522556906401,False
1550,malware-callback,clear_vp,SonarQube,warning,test,525,0.5038971982925826,2,0.012168345382033152,True
1551,rds-public,mixed,SonarQube,error,production,1817,0.7157876963462942,2,0.5787178554398685,False
1552,dns-exfiltration,clear_vp,SonarQube,none,production,1004,0.8309561775565132,4,0.2180164985319386,False
1553,xss-reflected,mixed,SonarQube,error,config,293,0.49928340116305314,5,0.04033598753275214,False
1554,open-redirect,mixed,CodeQL,warning,config,744,0.7979467708924225,4,0.050645326443726324,False
1555,assert-usage,clear_fp,Semgrep,error,config,1921,0.012619862089148004,1,0.17078295878214467,True
1556,s3-no-encryption,mixed,SonarQube,warning,production,1152,0.3941133835127284,4,0.940746723077666,True
1557,open-redirect,mixed,CodeQL,error,production,315,0.2702047633041317,5,0.9004116380886182,False
1558,malware-callback,clear_vp,CodeQL,error,production,1606,0.5590065389858901,2,0.8711321210821681,False
1559,sqli-confirmed,clear_vp,Semgrep,warning,test,1480,0.264992791220541,5,0.7590554097105976,False
1560,malware-callback,clear_vp,CodeQL,warning,production,263,0.5761854125072724,5,0.9906955658991805,False
1561,line-too-long,clear_fp,Semgrep,note,production,920,0.11333408544770585,5,0.5259570992680407,True
1562,latest-tag,clear_fp,SonarQube,error,production,71,0.3726760954958379,6,0.08823432528563446,True
1563,weak-cipher,mixed,SonarQube,warning,config,726,0.4358282342202101,3,0.8479377577586286,False
1564,hardcoded-secret,mixed,SonarQube,none,production,19,0.22885827582349705,4,0.2210658650472167,False
1565,prototype-pollution,mixed,SonarQube,note,config,1480,0.28168183364816834,4,0.7073449591910562,True
1566,sql-injection,mixed,Semgrep,warning,production,1423,0.1907815700915636,3,0.3505946722761345,True
1567,s3-no-encryption,mixed,Semgrep,note,infra,656,0.6438472028115468,2,0.13884164254798526,False
1568,malware-callback,clear_vp,CodeQL,warning,production,743,0.5247292604295243,4,0.27789439784074976,False
1569,malware-callback,clear_vp,CodeQL,warning,production,465,0.11374301941372433,6,0.18892855544869447,False
1570,rce-confirmed,clear_vp,SonarQube,warning,config,1347,0.3252253005314737,2,0.7818535394902439,False
1571,line-too-long,clear_fp,SonarQube,error,test,624,0.6327151243009916,6,0.6045626646042376,True
1572,rds-public,mixed,SonarQube,warning,config,1642,0.5431531237064317,3,0.4843969157830629,False
1573,rds-public,mixed,SonarQube,error,infra,74,0.9150451261446532,4,0.5508163254507054,False
1574,ssh-anomaly,mixed,CodeQL,warning,test,1320,0.028589209939715032,2,0.7497463586283942,False
1575,open-redirect,mixed,Semgrep,warning,production,1283,0.7768809957583076,7,0.943379718994751,True
1576,deserialization,clear_vp,Semgrep,error,test,944,0.5726665034718926,5,0.6607353676247317,True
1577,hsts-missing,clear_fp,Semgrep,none,test,685,0.1764266966024014,3,0.11315900658967626,True
1578,dom-xss,clear_vp,SonarQube,error,production,223,0.9222497012503753,1,9.295975584744376e-06,False
1579,open-redirect,mixed,SonarQube,note,production,1154,0.7456089284998436,5,0.769543546015249,True
1580,public-subnet,mixed,Semgrep,none,production,563,0.6996947009573651,4,0.5354997154223736,True
1581,hsts-missing,clear_fp,CodeQL,none,test,52,0.7257365100090378,3,0.640948190662361,True
1582,line-too-long,clear_fp,Semgrep,warning,production,1492,0.3093668671363111,6,0.0585976358762752,True
1583,http-404-burst,clear_fp,SonarQube,error,production,29,0.5867667638280274,2,0.2418696361137903,True
1584,xss-reflected,mixed,Semgrep,warning,infra,1881,0.7070517267140926,1,0.19768408569423856,False
1585,command-injection,clear_vp,Semgrep,warning,production,1563,0.20679636635760645,5,0.09972360006606873,False
1586,eval-detected,clear_fp,Semgrep,warning,config,332,0.9891020145393196,6,0.5807248661428057,True
1587,rds-public,mixed,SonarQube,warning,test,1422,0.08080905990536413,5,0.21322034907000087,True
1588,rce-confirmed,clear_vp,CodeQL,none,production,555,0.42468515847225496,3,0.9256635763208915,False
1589,prototype-pollution,mixed,CodeQL,note,test,1457,0.8776692678517609,6,0.9061375875672343,True
1590,insecure-deser,clear_vp,SonarQube,error,production,952,0.06637625308440853,3,0.7621209753744086,True
1591,open-redirect,mixed,Semgrep,none,production,810,0.4514588460004906,3,0.9760951791114886,True
1592,path-traversal,mixed,CodeQL,warning,production,608,0.9663118582194857,5,0.178833361249222,True
1593,bare-except,clear_fp,SonarQube,error,infra,1993,0.1049903751251351,3,0.005067114497262271,True
1594,insecure-deser,clear_vp,CodeQL,warning,production,1970,0.25374872039489194,2,0.4103350662149784,False
1595,open-redirect,mixed,SonarQube,note,test,318,0.4769678910959445,5,0.43883673808413093,True
1596,assert-usage,clear_fp,SonarQube,note,production,1274,0.6549481120981441,4,0.5658897560424324,True
1597,gdpr-data-leak,clear_vp,SonarQube,warning,production,9,0.04664145092581107,4,0.02864593131025661,False
1598,catch-generic,clear_fp,CodeQL,error,test,1003,0.7712572199178752,7,0.0002864743929102964,True
1599,hsts-missing,clear_fp,SonarQube,note,test,578,0.9708474014850094,4,0.9016691456322934,True
1600,csrf-missing,mixed,Semgrep,error,infra,59,0.8563373248357075,4,0.40674055384111485,False
1601,todo-comment,clear_fp,SonarQube,warning,infra,884,0.2773399179389394,1,0.8653756121021096,True
1602,prototype-pollution,mixed,Semgrep,warning,production,941,0.8603503348085565,3,0.38959524843862814,True
1603,public-subnet,mixed,SonarQube,note,test,334,0.38655787373149264,2,0.07949174835268746,True
1604,path-traversal,mixed,Semgrep,note,production,1351,0.07394868986970127,5,0.9856609574568044,True
1605,command-injection,clear_vp,Semgrep,error,production,1156,0.5854700290228892,4,0.6183403172799412,False
1606,assert-usage,clear_fp,SonarQube,note,infra,1252,0.33383152370207203,5,0.025440901132439353,True
1607,rds-public,mixed,Semgrep,note,test,1454,0.9463169456136573,3,0.7410854101506894,True
1608,weak-cipher,mixed,Semgrep,none,production,1063,0.7349531581167693,3,0.0939198571680756,True
1609,path-traversal,mixed,CodeQL,error,production,380,0.4105329264558768,2,0.4458217820716792,False
1610,hardcoded-secret,mixed,SonarQube,none,production,1904,0.9554621436287786,4,0.991142773743137,False
1611,dom-xss,clear_vp,SonarQube,error,infra,385,0.03672818890591556,3,0.5771348348692575,False
1612,assert-usage,clear_fp,CodeQL,note,infra,1974,0.4323379441876859,6,0.17770081478953292,True
1613,sql-injection,mixed,SonarQube,warning,production,1853,0.5566058981802935,3,0.24681174515403614,False
1614,deserialization,clear_vp,CodeQL,note,infra,1863,0.9832806025751739,3,0.3781539679503604,False
1615,hardcoded-secret,mixed,Semgrep,note,production,1126,0.5532374528854946,4,0.9816656499299057,True
1616,open-redirect,mixed,SonarQube,none,production,437,0.5227857330514172,3,0.9585186081814263,True
1617,sqli-confirmed,clear_vp,Semgrep,error,test,726,0.5953577798139739,3,0.2486674861728393,False
1618,csrf-missing,mixed,CodeQL,error,config,804,0.9019880942931561,3,0.3712349344741195,False
1619,latest-tag,clear_fp,Semgrep,warning,infra,1366,0.40368817745666385,4,0.6874153330188532,True
1620,gdpr-data-leak,clear_vp,CodeQL,note,infra,1311,0.2713690150250564,4,0.5418809537726811,True
1621,prototype-pollution,mixed,SonarQube,note,production,35,0.4219693806087417,2,0.7459169379985563,True
1622,bare-except,clear_fp,Semgrep,note,test,1449,0.3319915634237086,4,0.36432460511540166,True
1623,line-too-long,clear_fp,CodeQL,warning,production,204,0.7332195695814102,3,0.5636586996350151,True
1624,hsts-missing,clear_fp,Semgrep,note,production,1838,0.7365579823309495,4,0.8482291325528488,True
1625,sql-injection,mixed,Semgrep,none,test,1112,0.40719284968585356,3,0.35706613875330606,True
1626,prototype-pollution,mixed,Semgrep,error,test,1396,0.5535916089787103,4,0.3683973702210215,True
1627,todo-comment,clear_fp,SonarQube,warning,infra,147,0.23437158640380573,5,0.40786296342566186,True
1628,bare-except,clear_fp,Semgrep,error,production,1017,0.4215293648470272,6,0.169067061164613,True
1629,ssrf-request,clear_vp,Semgrep,warning,production,1486,0.7624196216457234,6,0.16058687072312583,False
1630,insecure-deser,clear_vp,Semgrep,error,production,763,0.977455268334961,3,0.8255406915073545,False
1631,todo-comment,clear_fp,Semgrep,error,production,1869,0.01376469333539998,2,0.2863965784275785,True
1632,http-404-burst,clear_fp,CodeQL,note,config,583,0.5038200987207079,3,0.43187038961246926,True
1633,sql-injection,mixed,SonarQube,note,production,1026,0.21477939931478396,6,0.2907012606932192,False
1634,catch-generic,clear_fp,SonarQube,warning,production,448,0.8521327196193863,6,0.7737317369377926,True
1635,assert-usage,clear_fp,CodeQL,warning,production,1266,0.21089030490099125,5,0.004759040069905018,True
1636,rds-public,mixed,Semgrep,none,production,1980,0.4157543876756019,4,0.6103077815400959,True
1637,hardcoded-secret,mixed,CodeQL,warning,production,1037,0.24282954419334069,3,0.8762077263876397,False
1638,line-too-long,clear_fp,Semgrep,warning,test,1326,0.5097504116137672,4,0.9041079054576358,True
1639,deserialization,clear_vp,CodeQL,error,production,1968,0.4570252804809394,1,0.4432573413593345,False
1640,eval-detected,clear_fp,Semgrep,warning,infra,1551,0.5984861064260061,2,0.3637615549817358,True
1641,prototype-pollution,mixed,CodeQL,warning,test,994,0.22064594467895704,4,0.19209764520135264,True
1642,http-404-burst,clear_fp,SonarQube,note,test,1022,0.3507408988828107,5,0.7257690156723606,True
1643,rds-public,mixed,Semgrep,note,production,597,0.39923916966917916,3,0.9754904983310557,True
1644,assert-usage,clear_fp,Semgrep,warning,test,1288,0.7286004799966389,7,0.19132550269045678,True
1645,latest-tag,clear_fp,Semgrep,warning,infra,1722,0.8146978461200154,3,0.8907579670089915,False
1646,public-subnet,mixed,SonarQube,note,infra,1440,0.3724111440144412,5,0.7104642835964525,True
1647,unused-import,clear_fp,SonarQube,none,test,1753,0.6824061619553177,2,0.22024694043137183,True
1648,todo-comment,clear_fp,SonarQube,error,production,1708,0.20161989881059528,2,0.518354790594183,False
1649,rce-confirmed,clear_vp,Semgrep,error,production,63,0.050107029939968406,5,0.9261328387732337,False
1650,todo-comment,clear_fp,CodeQL,error,production,1645,0.05332979269680016,2,0.42960141416764697,True
1651,assert-usage,clear_fp,Semgrep,warning,infra,1548,0.6942244891827255,3,0.35135901433178085,True
1652,ssh-anomaly,mixed,SonarQube,note,production,994,0.13709994679883297,6,0.28910125385843044,True
1653,rds-public,mixed,CodeQL,error,production,344,0.04984939463504168,2,0.8876583284622761,False
1654,open-redirect,mixed,SonarQube,note,infra,1039,0.7535853589994951,3,0.07088550580912611,False
1655,insecure-deser,clear_vp,SonarQube,error,production,1483,0.7796418224163886,7,0.1621418788898954,False
1656,gdpr-data-leak,clear_vp,SonarQube,error,production,1334,0.7458010487660107,3,0.7969926239790721,False
1657,csrf-missing,mixed,SonarQube,warning,test,1899,0.18394770616062162,5,0.9111695845150212,True
1658,sql-injection,mixed,CodeQL,warning,production,1918,0.980630125146547,4,0.8770308605094929,False
1659,dom-xss,clear_vp,Semgrep,note,test,1419,0.29714931868899164,4,0.6846716274158617,False
1660,gdpr-data-leak,clear_vp,Semgrep,note,production,894,0.37332919242503027,5,0.5682718543000335,False
1661,dns-exfiltration,clear_vp,CodeQL,error,production,1222,0.5372522720033387,1,0.9535568067200983,False
1662,unused-import,clear_fp,CodeQL,note,test,594,0.029552790941618556,6,0.9719869971956716,False
1663,hardcoded-secret,mixed,CodeQL,note,production,1618,0.6848683400268474,5,0.39173509628512104,False
1664,dom-xss,clear_vp,SonarQube,note,test,1100,0.46625674111737336,1,0.40178524516275893,False
1665,bare-except,clear_fp,Semgrep,warning,config,1620,0.9644367331750017,2,0.46367975075490786,True
